customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID564,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),24.5,1470.0,0
ID565,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.5,1555.5,0
ID566,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,26.5,1643.0,0
ID567,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.5,1732.5,0
ID568,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),28.5,1824.0,0
ID569,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,29.5,1917.5,0
ID570,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,30.5,2013.0,0
ID571,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.5,2110.5,0
ID572,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),32.5,2210.0,0
ID573,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,33.5,2311.5,0
ID574,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,34.5,2415.0,0
ID575,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),35.5,2520.5,0
ID576,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),36.5,0.0,0
ID577,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.5,37.5,0
ID578,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,38.5,77.0,0
ID579,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),39.5,118.5,0
ID580,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),40.5,162.0,0
ID581,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,41.5,207.5,0
ID582,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,42.5,255.0,0
ID583,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.5,304.5,0
ID584,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),44.5,356.0,0
ID585,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,45.5,409.5,0
ID586,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,46.5,465.0,0
ID587,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),47.5,522.5,0
ID588,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),48.5,582.0,0
ID589,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.5,643.5,0
ID590,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,50.5,707.0,0
ID591,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.5,772.5,0
ID592,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.5,840.0,0
ID593,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,53.5,909.5,0
ID594,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,54.5,981.0,0
ID595,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.5,1054.5,0
ID596,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),56.5,1130.0,0
ID597,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,57.5,1207.5,0
ID598,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.5,1287.0,0
ID599,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),59.5,1368.5,0
ID600,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),60.5,1452.0,0
ID601,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.5,1537.5,0
ID602,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,62.5,1625.0,0
ID603,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.5,1714.5,0
ID604,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.5,1806.0,0
ID605,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,65.5,1899.5,0
ID606,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,66.5,1995.0,0
ID607,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.5,2092.5,0
ID608,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),68.5,2192.0,0
ID609,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,69.5,2293.5,0
ID610,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,70.5,2397.0,0
ID611,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),71.5,2502.5,0
ID612,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.5,2610.0,0
ID613,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.5,2719.5,0
ID614,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,74.5,2831.0,0
ID615,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,2944.5,0
ID616,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.5,3060.0,0
ID617,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,77.5,3177.5,0
ID618,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,78.5,3297.0,0
ID619,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,3418.5,0
ID620,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),80.5,3542.0,0
ID621,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,81.5,3667.5,0
ID622,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,82.5,3795.0,0
ID623,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),83.5,3924.5,0
ID624,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),84.5,4056.0,0
ID625,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.5,4189.5,0
ID626,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,86.5,4325.0,0
ID627,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.5,4462.5,0
ID628,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.5,4602.0,0
ID629,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,89.5,4743.5,0
ID630,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,90.5,4887.0,0
ID631,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.5,5032.5,0
ID632,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),92.5,5180.0,0
ID633,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,93.5,5329.5,0
ID634,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,94.5,5481.0,0
ID635,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.5,5634.5,0
ID636,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),96.5,5790.0,0
ID637,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.5,5947.5,0
ID638,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,98.5,6107.0,0
ID639,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.5,6268.5,0
ID640,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),20.5,1312.0,0
ID641,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,21.5,1397.5,0
ID642,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,22.5,1485.0,0
ID643,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.5,1574.5,0
ID644,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),24.5,1666.0,0
ID645,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,25.5,1759.5,0
ID646,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,26.5,1855.0,0
ID647,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),27.5,1952.5,0
ID648,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),28.5,0.0,0
ID649,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,29.5,29.5,0
ID650,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,30.5,61.0,0
ID651,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),31.5,94.5,0
ID652,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),32.5,130.0,0
ID653,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,33.5,167.5,0
ID654,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,34.5,207.0,0
ID655,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.5,248.5,0
ID656,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),36.5,292.0,0
ID657,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,37.5,337.5,0
ID658,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,38.5,385.0,0
ID659,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),39.5,434.5,0
ID660,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),40.5,486.0,0
ID661,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.5,539.5,0
ID662,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,42.5,595.0,0
ID663,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.5,652.5,0
ID664,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),44.5,712.0,0
ID665,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,45.5,773.5,0
ID666,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,46.5,837.0,0
ID667,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.5,902.5,0
ID668,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),48.5,970.0,0
ID669,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,49.5,1039.5,0
ID670,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.5,1111.0,0
ID671,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),51.5,1184.5,0
ID672,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),52.5,1260.0,0
ID673,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.5,1337.5,0
ID674,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,54.5,1417.0,0
ID675,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.5,1498.5,0
ID676,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.5,1582.0,0
ID677,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.5,1667.5,0
ID678,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,58.5,1755.0,0
ID679,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,1844.5,0
ID680,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),60.5,1936.0,0
ID681,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,61.5,2029.5,0
ID682,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.5,2125.0,0
ID683,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),63.5,2222.5,0
ID684,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),64.5,2322.0,0
ID685,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.5,2423.5,0
ID686,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,66.5,2527.0,0
ID687,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.5,2632.5,0
ID688,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.5,2740.0,0
ID689,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.5,2849.5,0
ID690,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,70.5,2961.0,0
ID691,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.5,3074.5,0
ID692,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),72.5,3190.0,0
ID693,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.5,3307.5,0
ID694,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.5,3427.0,0
ID695,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.5,3548.5,0
ID696,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),76.5,3672.0,0
ID697,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.5,3797.5,0
ID698,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,78.5,3925.0,0
ID699,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.5,4054.5,0
ID700,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.5,4186.0,0
ID701,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,81.5,4319.5,0
ID702,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,82.5,4455.0,0
ID703,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.5,4592.5,0
ID704,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),84.5,4732.0,0
ID705,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.5,4873.5,0
ID706,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,86.5,5017.0,0
ID707,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),87.5,5162.5,0
ID708,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),88.5,5310.0,0
ID709,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,5459.5,0
ID710,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,90.5,5611.0,0
ID711,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.5,5764.5,0
ID712,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.5,5920.0,0
ID713,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,6077.5,0
ID714,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,94.5,6237.0,0
ID715,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.5,6398.5,0
ID716,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),96.5,6562.0,0
ID717,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,97.5,6727.5,0
ID718,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.5,6895.0,0
ID719,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.5,7064.5,0
ID720,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),20.5,0.0,0
ID721,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,21.5,21.5,0
ID722,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,22.5,45.0,0
ID723,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),23.5,70.5,0
ID724,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.5,98.0,0
ID725,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,25.5,127.5,0
ID726,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,26.5,159.0,0
ID727,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.5,192.5,0
ID728,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),28.5,228.0,0
ID729,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,29.5,265.5,0
ID730,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,30.5,305.0,0
ID731,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),31.5,346.5,1
ID732,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),32.5,390.0,1
ID733,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.5,435.5,1
ID734,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,34.5,483.0,1
ID735,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.5,532.5,1
ID736,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),36.5,584.0,1
ID737,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,37.5,637.5,1
ID738,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,38.5,693.0,1
ID739,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.5,750.5,1
ID740,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),40.5,810.0,1
ID741,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,41.5,871.5,1
ID742,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,42.5,935.0,1
ID743,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),43.5,1000.5,1
ID744,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),44.5,1068.0,1
ID745,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.5,1137.5,1
ID746,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,46.5,1209.0,1
ID747,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.5,1282.5,1
ID748,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),48.5,1358.0,1
ID749,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,49.5,1435.5,1
ID750,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,50.5,1515.0,1
ID751,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.5,1596.5,1
ID752,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),52.5,1680.0,1
